Order_ID,City,Order_Date,Category,Amount,Delivery_Time_Min,Delivery_Status,Customer_Rating,Delivery_Partner,Payment_Method
O-101160,Pune,2024-02-18 08:00:00,Bakery,896,30,Cancel,5,DP-046,Card
O-101161,Hyderabad,2024-02-18 09:00:00,Dairy,301,28,Late,2,DP-039,COD
O-101162,Chennai,2024-02-18 10:00:00,Dairy,213,23,On-Time,4,DP-035,Card
O-101163,Hyderabad,2024-02-18 11:00:00,Beverages,930,20,On-Time,5,DP-030,UPI
O-101164,Chennai,2024-02-18 12:00:00,Dairy,891,20,On-Time,1,DP-017,Card
O-101165,Hyderabad,2024-02-18 13:00:00,Dairy,1161,24,Cancel,4,DP-042,UPI
O-101166,Hyderabad,2024-02-18 14:00:00,Snacks,178,34,Cancel,4,DP-047,COD
O-101167,Hyderabad,2024-02-18 15:00:00,Bakery,945,14,On-Time,2,DP-029,Card
O-101168,Chennai,2024-02-18 16:00:00,Snacks,742,15,Late,2,DP-006,UPI
O-101169,Chennai,2024-02-18 17:00:00,Snacks,347,20,On-Time,3,DP-017,COD
O-101170,Hyderabad,2024-02-18 18:00:00,Fruits & Veg,1104,30,On-Time,3,DP-017,COD
O-101171,Mumbai,2024-02-18 19:00:00,Snacks,258,34,On-Time,1,DP-014,UPI
O-101172,Delhi,2024-02-18 20:00:00,Beverages,1126,23,On-Time,4,DP-024,Card
O-101173,Delhi,2024-02-18 21:00:00,Beverages,367,11,Cancel,1,DP-050,COD
O-101174,Delhi,2024-02-18 22:00:00,Fruits & Veg,251,15,On-Time,1,DP-037,UPI
O-101175,Chennai,2024-02-18 23:00:00,Household,132,23,On-Time,2,DP-040,Card
O-101176,Chennai,2024-02-19 00:00:00,Bakery,382,28,Late,1,DP-039,COD
O-101177,Mumbai,2024-02-19 01:00:00,Bakery,1051,17,Late,1,DP-032,UPI
O-101178,Delhi,2024-02-19 02:00:00,Snacks,774,32,On-Time,5,DP-036,COD
O-101179,Delhi,2024-02-19 03:00:00,Snacks,157,19,On-Time,3,DP-050,COD
O-101180,Hyderabad,2024-02-19 04:00:00,Household,326,19,On-Time,3,DP-037,UPI
O-101181,Chennai,2024-02-19 05:00:00,Snacks,870,33,On-Time,4,DP-048,COD
O-101182,Delhi,2024-02-19 06:00:00,Bakery,971,12,Cancel,3,DP-014,UPI
O-101183,Pune,2024-02-19 07:00:00,Dairy,284,23,Late,4,DP-027,Card
O-101184,Mumbai,2024-02-19 08:00:00,Beverages,890,8,On-Time,5,DP-019,UPI
O-101185,Pune,2024-02-19 09:00:00,Dairy,683,16,On-Time,3,DP-031,Card
O-101186,Pune,2024-02-19 10:00:00,Dairy,521,19,On-Time,5,DP-046,COD
O-101187,Mumbai,2024-02-19 11:00:00,Bakery,534,12,Late,3,DP-009,UPI
O-101188,Pune,2024-02-19 12:00:00,Dairy,1042,29,On-Time,3,DP-038,UPI
O-101189,Delhi,2024-02-19 13:00:00,Household,546,27,On-Time,5,DP-017,UPI
O-101190,Chennai,2024-02-19 14:00:00,Fruits & Veg,444,29,On-Time,1,DP-019,UPI
O-101191,Mumbai,2024-02-19 15:00:00,Snacks,974,31,On-Time,1,DP-044,Card
O-101192,Hyderabad,2024-02-19 16:00:00,Fruits & Veg,997,10,On-Time,1,DP-004,Card
O-101193,Pune,2024-02-19 17:00:00,Beverages,211,12,On-Time,1,DP-048,COD
O-101194,Mumbai,2024-02-19 18:00:00,Snacks,441,9,Cancel,3,DP-011,COD
O-101195,Bangalore,2024-02-19 19:00:00,Dairy,986,21,Late,2,DP-022,COD
O-101196,Bangalore,2024-02-19 20:00:00,Beverages,258,9,Late,5,DP-004,COD
O-101197,Chennai,2024-02-19 21:00:00,Snacks,546,20,On-Time,2,DP-017,UPI
O-101198,Delhi,2024-02-19 22:00:00,Household,728,14,On-Time,2,DP-008,Card
O-101199,Chennai,2024-02-19 23:00:00,Household,823,17,On-Time,4,DP-046,Card
O-101200,Chennai,2024-02-20 00:00:00,Household,611,20,On-Time,1,DP-034,Card
O-101201,Chennai,2024-02-20 01:00:00,Household,876,23,Late,3,DP-011,Card
O-101202,Chennai,2024-02-20 02:00:00,Dairy,994,33,On-Time,1,DP-031,COD
O-101203,Hyderabad,2024-02-20 03:00:00,Fruits & Veg,584,21,On-Time,1,DP-011,UPI
O-101204,Hyderabad,2024-02-20 04:00:00,Snacks,704,18,Late,2,DP-038,Card
O-101205,Mumbai,2024-02-20 05:00:00,Dairy,1076,17,Cancel,4,DP-021,UPI
O-101206,Bangalore,2024-02-20 06:00:00,Household,1171,13,On-Time,1,DP-046,UPI
O-101207,Chennai,2024-02-20 07:00:00,Fruits & Veg,990,11,On-Time,5,DP-030,UPI
O-101208,Mumbai,2024-02-20 08:00:00,Beverages,1108,28,On-Time,5,DP-010,UPI
O-101209,Bangalore,2024-02-20 09:00:00,Beverages,226,8,On-Time,1,DP-026,Card
O-101210,Pune,2024-02-20 10:00:00,Beverages,1103,14,On-Time,2,DP-027,Card
O-101211,Delhi,2024-02-20 11:00:00,Household,538,31,On-Time,2,DP-008,Card
O-101212,Hyderabad,2024-02-20 12:00:00,Beverages,345,16,Cancel,3,DP-039,COD
O-101213,Pune,2024-02-20 13:00:00,Bakery,534,15,On-Time,4,DP-008,Card
O-101214,Bangalore,2024-02-20 14:00:00,Snacks,179,12,On-Time,2,DP-008,COD
O-101215,Pune,2024-02-20 15:00:00,Snacks,236,26,On-Time,3,DP-034,COD
O-101216,Delhi,2024-02-20 16:00:00,Household,425,17,On-Time,5,DP-016,COD
O-101217,Bangalore,2024-02-20 17:00:00,Bakery,508,18,Late,5,DP-041,Card
O-101218,Pune,2024-02-20 18:00:00,Dairy,926,32,On-Time,5,DP-013,Card
O-101219,Hyderabad,2024-02-20 19:00:00,Dairy,214,22,On-Time,1,DP-023,Card
O-101220,Hyderabad,2024-02-20 20:00:00,Beverages,161,13,On-Time,4,DP-012,COD
O-101221,Mumbai,2024-02-20 21:00:00,Fruits & Veg,257,22,Late,3,DP-027,COD
O-101222,Pune,2024-02-20 22:00:00,Dairy,442,12,On-Time,4,DP-022,UPI
O-101223,Chennai,2024-02-20 23:00:00,Fruits & Veg,203,26,Late,1,DP-032,COD
O-101224,Pune,2024-02-21 00:00:00,Snacks,744,29,On-Time,3,DP-049,COD
O-101225,Bangalore,2024-02-21 01:00:00,Fruits & Veg,223,26,On-Time,3,DP-027,Card
O-101226,Bangalore,2024-02-21 02:00:00,Snacks,1059,17,On-Time,2,DP-002,UPI
O-101227,Pune,2024-02-21 03:00:00,Bakery,926,19,Cancel,4,DP-045,UPI
O-101228,Delhi,2024-02-21 04:00:00,Bakery,702,29,Cancel,4,DP-033,UPI
O-101229,Hyderabad,2024-02-21 05:00:00,Household,520,11,On-Time,2,DP-026,Card
O-101230,Bangalore,2024-02-21 06:00:00,Household,958,25,On-Time,5,DP-028,UPI
O-101231,Hyderabad,2024-02-21 07:00:00,Beverages,368,23,On-Time,1,DP-019,UPI
O-101232,Bangalore,2024-02-21 08:00:00,Dairy,324,15,On-Time,4,DP-043,Card
O-101233,Mumbai,2024-02-21 09:00:00,Beverages,952,11,On-Time,2,DP-005,UPI
O-101234,Chennai,2024-02-21 10:00:00,Snacks,1022,32,Late,3,DP-033,COD
O-101235,Bangalore,2024-02-21 11:00:00,Beverages,1049,30,Cancel,2,DP-020,COD
O-101236,Hyderabad,2024-02-21 12:00:00,Fruits & Veg,1123,19,On-Time,5,DP-030,COD
O-101237,Mumbai,2024-02-21 13:00:00,Snacks,863,9,On-Time,1,DP-045,COD
O-101238,Bangalore,2024-02-21 14:00:00,Household,1058,11,Late,5,DP-008,COD
O-101239,Delhi,2024-02-21 15:00:00,Bakery,963,12,Late,3,DP-038,COD
O-101240,Chennai,2024-02-21 16:00:00,Household,964,10,On-Time,3,DP-017,COD
O-101241,Bangalore,2024-02-21 17:00:00,Dairy,144,16,On-Time,3,DP-044,COD
O-101242,Mumbai,2024-02-21 18:00:00,Snacks,699,28,On-Time,3,DP-001,COD
O-101243,Delhi,2024-02-21 19:00:00,Snacks,949,25,On-Time,2,DP-003,Card
O-101244,Pune,2024-02-21 20:00:00,Fruits & Veg,545,18,On-Time,3,DP-046,Card
O-101245,Mumbai,2024-02-21 21:00:00,Dairy,165,10,On-Time,3,DP-026,COD
O-101246,Mumbai,2024-02-21 22:00:00,Bakery,604,32,On-Time,2,DP-031,Card
O-101247,Delhi,2024-02-21 23:00:00,Snacks,735,30,On-Time,3,DP-008,Card
O-101248,Mumbai,2024-02-22 00:00:00,Snacks,813,9,On-Time,5,DP-043,COD
O-101249,Delhi,2024-02-22 01:00:00,Fruits & Veg,800,16,On-Time,5,DP-046,COD
O-101250,Bangalore,2024-02-22 02:00:00,Beverages,946,21,Late,4,DP-008,Card
O-101251,Delhi,2024-02-22 03:00:00,Bakery,266,11,Late,5,DP-035,COD
O-101252,Delhi,2024-02-22 04:00:00,Household,212,16,On-Time,1,DP-039,COD
O-101253,Chennai,2024-02-22 05:00:00,Dairy,419,20,On-Time,1,DP-028,COD
O-101254,Delhi,2024-02-22 06:00:00,Snacks,1083,25,Cancel,1,DP-004,COD
O-101255,Delhi,2024-02-22 07:00:00,Snacks,577,22,On-Time,2,DP-016,Card
O-101256,Pune,2024-02-22 08:00:00,Household,277,17,On-Time,5,DP-013,UPI
O-101257,Bangalore,2024-02-22 09:00:00,Bakery,647,23,On-Time,1,DP-020,Card
O-101258,Chennai,2024-02-22 10:00:00,Beverages,266,19,On-Time,4,DP-005,UPI
O-101259,Pune,2024-02-22 11:00:00,Snacks,79,27,On-Time,2,DP-037,UPI
O-101260,Hyderabad,2024-02-22 12:00:00,Bakery,385,12,Late,4,DP-020,UPI
O-101261,Bangalore,2024-02-22 13:00:00,Household,623,9,On-Time,5,DP-024,Card
O-101262,Bangalore,2024-02-22 14:00:00,Fruits & Veg,130,17,On-Time,3,DP-036,Card
O-101263,Hyderabad,2024-02-22 15:00:00,Beverages,517,8,Cancel,4,DP-034,Card
O-101264,Delhi,2024-02-22 16:00:00,Dairy,944,14,On-Time,3,DP-045,Card
O-101265,Pune,2024-02-22 17:00:00,Snacks,659,33,On-Time,2,DP-048,Card
O-101266,Mumbai,2024-02-22 18:00:00,Bakery,826,24,On-Time,4,DP-034,UPI
O-101267,Chennai,2024-02-22 19:00:00,Fruits & Veg,434,23,On-Time,4,DP-019,Card
O-101268,Mumbai,2024-02-22 20:00:00,Dairy,893,34,On-Time,2,DP-017,UPI
O-101269,Hyderabad,2024-02-22 21:00:00,Bakery,104,34,On-Time,2,DP-005,Card
O-101270,Bangalore,2024-02-22 22:00:00,Bakery,182,31,On-Time,1,DP-025,Card
O-101271,Bangalore,2024-02-22 23:00:00,Dairy,918,10,On-Time,5,DP-018,COD
O-101272,Chennai,2024-02-23 00:00:00,Fruits & Veg,791,21,On-Time,4,DP-050,UPI
O-101273,Bangalore,2024-02-23 01:00:00,Household,965,17,On-Time,4,DP-008,Card
O-101274,Bangalore,2024-02-23 02:00:00,Fruits & Veg,1034,29,On-Time,2,DP-027,Card
O-101275,Chennai,2024-02-23 03:00:00,Beverages,967,14,On-Time,2,DP-015,Card
O-101276,Pune,2024-02-23 04:00:00,Snacks,806,33,On-Time,5,DP-045,COD
O-101277,Pune,2024-02-23 05:00:00,Dairy,680,24,Cancel,2,DP-013,UPI
O-101278,Chennai,2024-02-23 06:00:00,Household,531,13,On-Time,3,DP-016,Card
O-101279,Hyderabad,2024-02-23 07:00:00,Dairy,689,30,On-Time,3,DP-022,Card
O-101280,Bangalore,2024-02-23 08:00:00,Dairy,772,29,Late,3,DP-020,Card
O-101281,Bangalore,2024-02-23 09:00:00,Fruits & Veg,748,11,On-Time,3,DP-013,COD
O-101282,Hyderabad,2024-02-23 10:00:00,Snacks,617,24,On-Time,5,DP-020,Card
O-101283,Pune,2024-02-23 11:00:00,Beverages,931,34,Late,4,DP-002,UPI
O-101284,Delhi,2024-02-23 12:00:00,Bakery,971,16,Late,3,DP-035,UPI
O-101285,Delhi,2024-02-23 13:00:00,Bakery,352,11,On-Time,2,DP-047,UPI
O-101286,Delhi,2024-02-23 14:00:00,Dairy,626,14,On-Time,3,DP-019,UPI
O-101287,Pune,2024-02-23 15:00:00,Snacks,185,30,On-Time,5,DP-045,Card
O-101288,Pune,2024-02-23 16:00:00,Household,459,9,Late,2,DP-037,COD
O-101289,Hyderabad,2024-02-23 17:00:00,Fruits & Veg,835,24,On-Time,3,DP-006,COD
O-101290,Bangalore,2024-02-23 18:00:00,Snacks,768,31,On-Time,4,DP-014,COD
O-101291,Hyderabad,2024-02-23 19:00:00,Snacks,479,15,Late,2,DP-004,Card
O-101292,Hyderabad,2024-02-23 20:00:00,Fruits & Veg,96,30,On-Time,2,DP-022,COD
O-101293,Pune,2024-02-23 21:00:00,Dairy,752,22,Late,4,DP-039,UPI
O-101294,Delhi,2024-02-23 22:00:00,Snacks,685,22,On-Time,2,DP-036,Card
O-101295,Mumbai,2024-02-23 23:00:00,Bakery,82,15,On-Time,3,DP-034,COD
O-101296,Bangalore,2024-02-24 00:00:00,Fruits & Veg,776,23,On-Time,2,DP-027,UPI
O-101297,Pune,2024-02-24 01:00:00,Household,603,26,Late,3,DP-007,UPI
O-101298,Delhi,2024-02-24 02:00:00,Beverages,676,18,On-Time,4,DP-003,Card
O-101299,Mumbai,2024-02-24 03:00:00,Dairy,731,9,On-Time,1,DP-047,Card
O-101300,Mumbai,2024-02-24 04:00:00,Fruits & Veg,240,30,On-Time,4,DP-033,COD
O-101301,Pune,2024-02-24 05:00:00,Beverages,923,31,On-Time,3,DP-002,COD
O-101302,Chennai,2024-02-24 06:00:00,Beverages,570,24,Cancel,5,DP-042,COD
O-101303,Bangalore,2024-02-24 07:00:00,Household,664,33,On-Time,4,DP-016,Card
O-101304,Mumbai,2024-02-24 08:00:00,Snacks,503,23,On-Time,5,DP-025,COD
O-101305,Pune,2024-02-24 09:00:00,Household,848,32,Cancel,5,DP-015,COD
O-101306,Pune,2024-02-24 10:00:00,Snacks,237,22,On-Time,3,DP-024,UPI
O-101307,Delhi,2024-02-24 11:00:00,Snacks,440,20,On-Time,3,DP-015,UPI
O-101308,Chennai,2024-02-24 12:00:00,Fruits & Veg,146,22,On-Time,1,DP-031,UPI
O-101309,Bangalore,2024-02-24 13:00:00,Fruits & Veg,729,34,Late,2,DP-014,COD
O-101310,Hyderabad,2024-02-24 14:00:00,Dairy,343,11,On-Time,4,DP-014,Card
O-101311,Delhi,2024-02-24 15:00:00,Snacks,489,23,On-Time,3,DP-006,UPI
O-101312,Mumbai,2024-02-24 16:00:00,Beverages,1090,19,On-Time,4,DP-014,Card
O-101313,Mumbai,2024-02-24 17:00:00,Bakery,749,11,On-Time,5,DP-017,COD
O-101314,Delhi,2024-02-24 18:00:00,Dairy,1158,10,On-Time,2,DP-018,COD
O-101315,Pune,2024-02-24 19:00:00,Fruits & Veg,80,29,On-Time,1,DP-020,UPI
O-101316,Mumbai,2024-02-24 20:00:00,Household,1056,24,On-Time,4,DP-017,Card
O-101317,Chennai,2024-02-24 21:00:00,Dairy,644,29,On-Time,2,DP-016,UPI
O-101318,Bangalore,2024-02-24 22:00:00,Dairy,481,25,On-Time,1,DP-040,COD
O-101319,Chennai,2024-02-24 23:00:00,Dairy,100,32,On-Time,4,DP-039,Card
O-101320,Mumbai,2024-02-25 00:00:00,Dairy,1103,25,Late,2,DP-032,UPI
O-101321,Hyderabad,2024-02-25 01:00:00,Bakery,1060,30,Late,3,DP-044,COD
O-101322,Bangalore,2024-02-25 02:00:00,Household,464,24,On-Time,4,DP-009,UPI
O-101323,Bangalore,2024-02-25 03:00:00,Household,784,19,On-Time,2,DP-027,Card
O-101324,Delhi,2024-02-25 04:00:00,Household,645,30,On-Time,1,DP-046,Card
O-101325,Delhi,2024-02-25 05:00:00,Snacks,828,28,Cancel,2,DP-033,Card
O-101326,Hyderabad,2024-02-25 06:00:00,Beverages,220,31,Late,3,DP-010,Card
O-101327,Pune,2024-02-25 07:00:00,Household,859,11,Late,4,DP-017,Card
O-101328,Bangalore,2024-02-25 08:00:00,Dairy,600,19,On-Time,4,DP-049,UPI
O-101329,Hyderabad,2024-02-25 09:00:00,Dairy,87,33,On-Time,4,DP-049,UPI
O-101330,Delhi,2024-02-25 10:00:00,Household,977,30,On-Time,3,DP-036,UPI
O-101331,Delhi,2024-02-25 11:00:00,Household,458,29,On-Time,1,DP-017,UPI
O-101332,Bangalore,2024-02-25 12:00:00,Dairy,630,28,On-Time,4,DP-018,COD
O-101333,Chennai,2024-02-25 13:00:00,Snacks,961,27,Cancel,1,DP-023,COD
O-101334,Mumbai,2024-02-25 14:00:00,Fruits & Veg,93,22,On-Time,2,DP-034,UPI
O-101335,Delhi,2024-02-25 15:00:00,Fruits & Veg,649,30,On-Time,1,DP-008,COD
O-101336,Pune,2024-02-25 16:00:00,Household,825,23,On-Time,1,DP-013,COD
O-101337,Pune,2024-02-25 17:00:00,Bakery,1078,12,Late,4,DP-023,Card
O-101338,Delhi,2024-02-25 18:00:00,Household,493,28,On-Time,5,DP-020,UPI
O-101339,Chennai,2024-02-25 19:00:00,Household,493,22,On-Time,5,DP-022,COD
O-101340,Chennai,2024-02-25 20:00:00,Fruits & Veg,196,24,Late,3,DP-047,COD
O-101341,Hyderabad,2024-02-25 21:00:00,Dairy,506,25,On-Time,3,DP-023,UPI
O-101342,Pune,2024-02-25 22:00:00,Household,118,12,On-Time,5,DP-041,Card
O-101343,Hyderabad,2024-02-25 23:00:00,Dairy,455,20,On-Time,2,DP-035,UPI
O-101344,Pune,2024-02-26 00:00:00,Dairy,219,26,On-Time,4,DP-003,Card
O-101345,Mumbai,2024-02-26 01:00:00,Bakery,437,20,Late,4,DP-034,COD
O-101346,Mumbai,2024-02-26 02:00:00,Dairy,1148,25,Late,2,DP-033,Card
O-101347,Bangalore,2024-02-26 03:00:00,Fruits & Veg,1163,21,On-Time,2,DP-046,Card
O-101348,Hyderabad,2024-02-26 04:00:00,Snacks,429,11,On-Time,5,DP-017,UPI
O-101349,Delhi,2024-02-26 05:00:00,Snacks,874,11,On-Time,3,DP-045,COD
O-101350,Hyderabad,2024-02-26 06:00:00,Beverages,900,27,On-Time,2,DP-019,UPI
O-101351,Delhi,2024-02-26 07:00:00,Household,472,27,On-Time,3,DP-030,UPI
O-101352,Chennai,2024-02-26 08:00:00,Fruits & Veg,954,26,On-Time,1,DP-023,COD
O-101353,Hyderabad,2024-02-26 09:00:00,Dairy,537,20,On-Time,4,DP-015,UPI
O-101354,Chennai,2024-02-26 10:00:00,Snacks,882,19,Late,5,DP-014,UPI
O-101355,Mumbai,2024-02-26 11:00:00,Fruits & Veg,261,14,On-Time,4,DP-002,Card
O-101356,Mumbai,2024-02-26 12:00:00,Snacks,806,32,On-Time,5,DP-039,UPI
O-101357,Bangalore,2024-02-26 13:00:00,Dairy,503,19,On-Time,1,DP-049,COD
O-101358,Hyderabad,2024-02-26 14:00:00,Snacks,932,28,Late,4,DP-018,UPI
O-101359,Chennai,2024-02-26 15:00:00,Household,311,11,On-Time,1,DP-006,Card
O-101360,Delhi,2024-02-26 16:00:00,Household,845,34,On-Time,5,DP-032,UPI
O-101361,Mumbai,2024-02-26 17:00:00,Beverages,832,9,On-Time,2,DP-021,UPI
O-101362,Mumbai,2024-02-26 18:00:00,Beverages,210,9,On-Time,4,DP-040,UPI
O-101363,Delhi,2024-02-26 19:00:00,Snacks,866,12,On-Time,1,DP-028,Card
O-101364,Chennai,2024-02-26 20:00:00,Fruits & Veg,245,30,Late,4,DP-027,COD
O-101365,Chennai,2024-02-26 21:00:00,Household,233,17,Cancel,4,DP-002,COD
O-101366,Hyderabad,2024-02-26 22:00:00,Fruits & Veg,275,17,Late,4,DP-033,Card
O-101367,Hyderabad,2024-02-26 23:00:00,Fruits & Veg,1036,16,On-Time,3,DP-016,Card
O-101368,Pune,2024-02-27 00:00:00,Snacks,657,20,On-Time,1,DP-039,UPI
O-101369,Pune,2024-02-27 01:00:00,Fruits & Veg,950,14,On-Time,1,DP-022,COD
O-101370,Bangalore,2024-02-27 02:00:00,Household,445,12,Cancel,4,DP-043,Card
O-101371,Mumbai,2024-02-27 03:00:00,Dairy,177,33,On-Time,2,DP-047,COD
O-101372,Hyderabad,2024-02-27 04:00:00,Beverages,1076,17,On-Time,4,DP-013,UPI
O-101373,Chennai,2024-02-27 05:00:00,Dairy,1050,17,On-Time,3,DP-002,Card
O-101374,Delhi,2024-02-27 06:00:00,Fruits & Veg,872,13,On-Time,5,DP-014,COD
O-101375,Chennai,2024-02-27 07:00:00,Dairy,732,34,On-Time,3,DP-038,COD
O-101376,Mumbai,2024-02-27 08:00:00,Household,956,26,On-Time,2,DP-041,UPI
O-101377,Pune,2024-02-27 09:00:00,Household,807,28,On-Time,4,DP-028,Card
O-101378,Chennai,2024-02-27 10:00:00,Fruits & Veg,497,15,Late,1,DP-007,COD
O-101379,Bangalore,2024-02-27 11:00:00,Snacks,646,8,On-Time,4,DP-018,UPI
O-101380,Mumbai,2024-02-27 12:00:00,Dairy,245,24,On-Time,2,DP-041,COD
O-101381,Pune,2024-02-27 13:00:00,Snacks,247,14,On-Time,1,DP-036,UPI
O-101382,Delhi,2024-02-27 14:00:00,Snacks,737,21,On-Time,3,DP-041,COD
O-101383,Pune,2024-02-27 15:00:00,Bakery,527,28,Late,5,DP-036,COD
O-101384,Bangalore,2024-02-27 16:00:00,Fruits & Veg,424,28,On-Time,5,DP-044,UPI
O-101385,Mumbai,2024-02-27 17:00:00,Beverages,568,24,On-Time,4,DP-004,Card
O-101386,Delhi,2024-02-27 18:00:00,Household,694,16,On-Time,3,DP-030,UPI
O-101387,Bangalore,2024-02-27 19:00:00,Household,1102,24,Cancel,2,DP-024,Card
O-101388,Pune,2024-02-27 20:00:00,Fruits & Veg,1191,12,On-Time,5,DP-020,COD
O-101389,Bangalore,2024-02-27 21:00:00,Beverages,993,33,On-Time,3,DP-046,COD
O-101390,Mumbai,2024-02-27 22:00:00,Household,80,32,On-Time,4,DP-031,UPI
O-101391,Hyderabad,2024-02-27 23:00:00,Fruits & Veg,362,27,On-Time,1,DP-024,UPI
O-101392,Bangalore,2024-02-28 00:00:00,Household,682,15,On-Time,4,DP-007,Card
O-101393,Bangalore,2024-02-28 01:00:00,Snacks,531,13,Late,4,DP-026,Card
O-101394,Pune,2024-02-28 02:00:00,Dairy,1104,18,On-Time,3,DP-013,Card
O-101395,Pune,2024-02-28 03:00:00,Dairy,698,26,Late,5,DP-008,UPI
O-101396,Delhi,2024-02-28 04:00:00,Household,450,11,On-Time,3,DP-005,COD
O-101397,Pune,2024-02-28 05:00:00,Bakery,521,25,On-Time,1,DP-044,UPI
O-101398,Chennai,2024-02-28 06:00:00,Beverages,909,8,On-Time,3,DP-013,COD
O-101399,Mumbai,2024-02-28 07:00:00,Beverages,885,20,Late,2,DP-029,UPI
O-101400,Mumbai,2024-02-28 08:00:00,Beverages,1194,21,On-Time,4,DP-020,UPI
O-101401,Hyderabad,2024-02-28 09:00:00,Snacks,1033,31,Late,5,DP-014,Card
O-101402,Hyderabad,2024-02-28 10:00:00,Beverages,923,8,Late,1,DP-032,COD
O-101403,Mumbai,2024-02-28 11:00:00,Dairy,883,18,Cancel,4,DP-050,UPI
O-101404,Hyderabad,2024-02-28 12:00:00,Snacks,1053,24,On-Time,3,DP-027,UPI
O-101405,Delhi,2024-02-28 13:00:00,Fruits & Veg,490,11,On-Time,2,DP-025,COD
O-101406,Pune,2024-02-28 14:00:00,Beverages,800,33,Late,3,DP-004,UPI
O-101407,Mumbai,2024-02-28 15:00:00,Beverages,528,19,On-Time,4,DP-021,COD
O-101408,Hyderabad,2024-02-28 16:00:00,Fruits & Veg,224,17,On-Time,1,DP-018,Card
O-101409,Mumbai,2024-02-28 17:00:00,Beverages,833,13,On-Time,5,DP-039,Card
O-101410,Chennai,2024-02-28 18:00:00,Fruits & Veg,853,32,On-Time,4,DP-015,COD
O-101411,Bangalore,2024-02-28 19:00:00,Snacks,1047,8,On-Time,1,DP-038,Card
O-101412,Pune,2024-02-28 20:00:00,Dairy,837,14,On-Time,4,DP-048,COD
O-101413,Mumbai,2024-02-28 21:00:00,Fruits & Veg,1076,33,On-Time,2,DP-024,UPI
O-101414,Bangalore,2024-02-28 22:00:00,Bakery,150,34,On-Time,3,DP-008,UPI
O-101415,Hyderabad,2024-02-28 23:00:00,Fruits & Veg,673,28,On-Time,5,DP-028,COD
O-101416,Bangalore,2024-02-29 00:00:00,Beverages,299,23,On-Time,1,DP-021,UPI
O-101417,Pune,2024-02-29 01:00:00,Snacks,187,31,On-Time,5,DP-016,Card
O-101418,Mumbai,2024-02-29 02:00:00,Household,325,21,On-Time,5,DP-016,UPI
O-101419,Chennai,2024-02-29 03:00:00,Snacks,915,30,On-Time,5,DP-035,UPI
O-101420,Hyderabad,2024-02-29 04:00:00,Household,788,27,On-Time,1,DP-017,COD
O-101421,Mumbai,2024-02-29 05:00:00,Fruits & Veg,1181,27,On-Time,1,DP-009,Card
O-101422,Pune,2024-02-29 06:00:00,Dairy,199,13,On-Time,5,DP-035,UPI
O-101423,Hyderabad,2024-02-29 07:00:00,Bakery,1167,29,On-Time,3,DP-029,UPI
O-101424,Delhi,2024-02-29 08:00:00,Snacks,1145,32,Late,4,DP-039,COD
O-101425,Bangalore,2024-02-29 09:00:00,Beverages,958,12,On-Time,5,DP-018,COD
O-101426,Pune,2024-02-29 10:00:00,Household,104,31,On-Time,2,DP-012,Card
O-101427,Delhi,2024-02-29 11:00:00,Beverages,355,28,On-Time,5,DP-019,UPI
O-101428,Mumbai,2024-02-29 12:00:00,Dairy,998,25,On-Time,1,DP-048,COD
O-101429,Chennai,2024-02-29 13:00:00,Household,442,22,On-Time,4,DP-022,COD
O-101430,Hyderabad,2024-02-29 14:00:00,Snacks,569,13,On-Time,2,DP-049,COD
O-101431,Bangalore,2024-02-29 15:00:00,Fruits & Veg,1123,32,On-Time,4,DP-015,Card
O-101432,Hyderabad,2024-02-29 16:00:00,Beverages,792,26,On-Time,4,DP-001,COD
O-101433,Mumbai,2024-02-29 17:00:00,Dairy,1091,8,On-Time,2,DP-002,Card
O-101434,Hyderabad,2024-02-29 18:00:00,Snacks,680,8,Late,5,DP-008,Card
O-101435,Bangalore,2024-02-29 19:00:00,Snacks,449,20,On-Time,5,DP-022,UPI
O-101436,Mumbai,2024-02-29 20:00:00,Snacks,713,10,On-Time,5,DP-025,UPI
O-101437,Hyderabad,2024-02-29 21:00:00,Snacks,1123,17,On-Time,3,DP-002,Card
O-101438,Chennai,2024-02-29 22:00:00,Household,190,28,On-Time,5,DP-009,UPI
O-101439,Pune,2024-02-29 23:00:00,Snacks,122,10,Late,2,DP-009,UPI
O-101440,Mumbai,2024-03-01 00:00:00,Beverages,173,16,On-Time,3,DP-013,COD
O-101441,Pune,2024-03-01 01:00:00,Dairy,479,15,On-Time,5,DP-006,UPI
O-101442,Mumbai,2024-03-01 02:00:00,Household,759,10,Late,3,DP-030,Card
O-101443,Chennai,2024-03-01 03:00:00,Snacks,977,32,On-Time,2,DP-015,UPI
O-101444,Pune,2024-03-01 04:00:00,Bakery,577,20,On-Time,5,DP-015,COD
O-101445,Delhi,2024-03-01 05:00:00,Bakery,968,13,Cancel,1,DP-050,Card
O-101446,Bangalore,2024-03-01 06:00:00,Dairy,332,20,On-Time,2,DP-007,UPI
O-101447,Delhi,2024-03-01 07:00:00,Fruits & Veg,918,30,On-Time,4,DP-011,Card
O-101448,Hyderabad,2024-03-01 08:00:00,Fruits & Veg,195,27,On-Time,4,DP-040,UPI
O-101449,Chennai,2024-03-01 09:00:00,Household,884,27,On-Time,2,DP-038,COD
